overall,vote,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,image,sentiment,cleaned_text,enhanced_rating,rating_diff
5,,True,"02 7, 2014",A2F4IG8N7T6AWR,B004LLILOG,,Kristi Crisp,I gave several Amazon ecards out this year as service awards for my employer. Amazon makes the process easy and they were easy items to send to employees stationed overseas as well.,Easy to give...,1391731200,,Positive,gave several amazon ecards year service award employer amazon make process easy easy item send employee stationed overseas well,4.925,0.07500000000000018
3,,True,"03 7, 2013",A3R5RB2M7GYINI,B00A4NSUYQ,,Josephine Austin,"Not NOT_anything NOT_to NOT_say, the gift card was bought and received as hoped for and arrived when it was expected to",It was ok,1362614400,,Neutral,not notanything notto notsay gift card bought received hoped arrived expected,3.5364,0.5364
3,,True,"06 16, 2018",A3SNOMYE6IIFBP,B004LLIKVU,{'Gift Amount:': ' 50'},Amazon Customer,It did not NOT_send NOT_the NOT_first two times. I had to personally send it to make it work. Other than that my mother liked it.,Make sure you can send it via other things. Not just sms.,1529107200,,Neutral,not notsend notthe notfirst two time personally send make work mother liked,3.3372,0.33720000000000017
1,,True,"02 1, 2016",AF5NK3QLMC918,B018T7G9XM,,D. Dubuque,I never NOT_got NOT_such NOT_a gift card,One Star,1454284800,,Negative,never notgot notsuch nota gift card,2.1523,1.1522999999999999
1,,False,"10 7, 2017",A1G0G8T4N6MQT,B00MV9FCFQ,,Amazon Customer,Total crap ca not NOT_purchase NOT_these NOT_with a gift card. LAME!!!,One Star,1507334400,,Negative,total crap ca not notpurchase notthese notwith gift card lame!!!,1.2721,0.2721
3,2,True,"04 1, 2018",A25ZRQBJFOIQNA,B014S1KPKG,{'Gift Amount:': ' 15'},IHeartOnlineShopping,"I am a huge fan of Amazon gift cards and purchase them often. Usually I purchase virtual gift cards and then send them in e-cards to friends. When I saw this birthday ""reveal"" gift card, I decided to order it for my best friend for her birthday. She loved the gift card and the fact that she can use it to buy anything that she likes on Amazon. I was very unhappy with the purchase however as the ""reveal"" card, the main reason that I choose this particular gift card, was covered in glitter and therefor I could not NOT_use NOT_it. NOT_Our household is a glitter free zone due to allergies. I wish Amazon would have advertised that it was a glitter card as I would not NOT_have NOT_purchased NOT_it.","Beware that the ""reveal"" card is loaded with glitter which I wasn't expecting!",1522540800,,Neutral,huge fan amazon gift card purchase often usually purchase virtual gift card send ecards friend saw birthday reveal gift card decided order best friend birthday loved gift card fact use buy anything like amazon unhappy purchase however reveal card main reason choose particular gift card covered glitter therefor could not notuse notit notour household glitter free zone due allergy wish amazon would advertised glitter card would not nothave notpurchased notit,3.7926,0.7926000000000002
1,3,True,"02 17, 2017",A3DP9GOLV2LIK8,B01FYJMJHI,,Joe Pittman,Had a terrible experience with this type of card( only if you have a reliable printer would i use this),Had a terrible experience with this type of card( only if you ...,1487289600,,Negative,terrible experience type card reliable printer would use,1.4186,0.4186000000000001
5,,True,"03 16, 2018",A27MCUM0I15KF,B004LLIKVU,{'Gift Amount:': ' 50'},John,It is a gift card...enough said.,Five Stars,1521158400,,Positive,gift cardenough said,4.5523,0.4477000000000002
5,,True,"12 3, 2014",A1ORHU47RV91CO,B00ACA3UMS,,Lazy eye,"Could not NOT_figure NOT_out NOT_what to get my buddy for his birthday, so this was a way to let HIM get what HE wanted. (He had mentioned being interested in a few e-books on Amazon for his Kindle Fire). These gift cards were just the right choice!",He gets what HE wants this way,1417564800,,Positive,could not notfigure notout notwhat get buddy birthday way let get wanted mentioned interested ebooks amazon kindle fire gift card right choice!,4.7088,0.2911999999999999
3,,True,"10 27, 2015",A1MGKOKPW6C3XO,B00AR51Y5I,,FrequentShopper,"This is soooo tacky. It's just a piece of cardboard & the one I received was bent and the perforation was already torn. I'm embarrassed to give this as a gift, but I do not NOT_drink NOT_coffee NOT_so I have no NOT_use NOT_for NOT_the card.",This is soooo tacky. It's just a piece of ...,1445904000,,Neutral,soooo tacky piece cardboard one received bent perforation already torn im embarrassed give gift not notdrink notcoffee notso no notuse notfor notthe card,2.6186,0.3814000000000002
5,,True,"06 2, 2013",A2VP34242FJDX,B0062ONAM8,,Juan Muoz,This is really nice. My son loves it. I was worried when I ordered it that I would not NOT_be NOT_able NOT_to do any good with it. But over all it is really nice.,great,1370131200,,Positive,really nice son love worried ordered would not notbe notable notto good really nice,4.8683,0.13170000000000037
3,,True,"12 28, 2015",AFJJ5RNQ6X00I,B00CHQ7I2S,{'Gift Amount:': ' 100'},Holly J. Clary,too much fee,Three Stars,1451260800,,Neutral,much fee,3.0,0.0
3,,True,"01 7, 2013",A3DDEEJCUBSU2Z,B004Q7CK9M,{'Gift Amount:': ' 25'},James P johnson,Gift card was GREAT. Note on Birthday Card was not NOT_done. NOT_Order NOT_fillers need to slow down and follow the request that are given with order. Or maybe Amazon should not NOT_offer NOT_this NOT_service,Price ok but couldn't follow directions,1357516800,,Neutral,gift card great note birthday card not notdone notorder notfillers need slow follow request given order maybe amazon not notoffer notthis notservice,3.6854,0.6854
3,,True,"02 5, 2017",A1PE7DX6E23MTN,B0091JKJ0M,{'Gift Amount:': ' 0'},Kindle Customer,"Great gift, just wish the gift card amount was printed somewhere on the card... I had to hand write it..",Next time print the dollar amount on the card please..,1486252800,,Neutral,great gift wish gift card amount printed somewhere card hand write,3.753,0.7530000000000001
5,,True,"04 24, 2015",A2JH0D8TMM47FP,B00G4IV2VI,,Marisol De Abreu,GOOD,Five Stars,1429833600,,Positive,good,4.5523,0.4477000000000002
3,,True,"06 5, 2017",A2TGJ4KT5XPE8O,B017TH161S,,Jennifer,The manager finally got it figured out however it took almost 20 minutes. I would not NOT_recommend NOT_if NOT_you are in a hurry while dining. As far as printing it out from our email that took awhile as well.,Not easy to use,1496620800,,Neutral,manager finally got figured however took almost minute would not notrecommend notif notyou hurry dining far printing email took awhile well,3.2186,0.2185999999999999
5,,True,"01 29, 2016",A1QHL6DYE4UGVC,B0145WI1PY,,Lena Hager,This was a gift for my son. He has enjoyed it to buy things on Amazon.,He has enjoyed it to buy things on Amazon,1454025600,,Positive,gift son enjoyed buy thing amazon,4.8276,0.17239999999999966
5,,True,"03 13, 2013",A3D7GKJ8DBBPPB,B007V6ETDK,,Daisy,I absolutely loved the E-Gift Card. Makes it so easy to deliver without having to step out and mail a gift card. Great for quick gifts also!,Very Convenient!,1363132800,,Positive,absolutely loved egift card make easy deliver without step mail gift card great quick gift also!,4.9562,0.04380000000000006
5,,True,"12 10, 2017",A387Q4JEBPC0J3,B00GU2ZZ8Y,,Amazon Customer,fast service!!! aaaa+++++,Five Stars,1512864000,,Positive,fast service!!! aaaa,4.2,0.7999999999999998
3,,False,"12 25, 2014",A2QNE9L3J5KZHN,B0091JKY0M,{'Gift Amount:': ' 75'},DeeLindy,downside to this is still have to pay shipping using it????,Three Stars,1419465600,,Neutral,downside still pay shipping using,2.5837,0.4163000000000001
3,,True,"02 5, 2017",A1QBOIXTZHW5EW,B00BXLSPGQ,,Denny,"It was a gift and it took longer than expected to receive the card , but they had no NOT_problem NOT_using NOT_it.",Great card .,1486252800,,Neutral,gift took longer expected receive card no notproblem notusing notit,2.8285,0.17149999999999999
1,,True,"07 4, 2018",A31UF73IYFXHGL,B00S5JE4PU,,Randolph,The gift card cand with bent backing and a blank piece of paper? This is a gift. Would have been nice to have something with amount and ensure backing is not NOT_bent.,Gift,1530662400,['https://images-na.ssl-images-amazon.com/images/I/71Lsh55l0YL._SY88.jpg'],Negative,gift card cand bent backing blank piece paper gift would nice something amount ensure backing not notbent,2.5088,1.5088
2,,True,"07 30, 2014",A2EI2PTJAKM28E,B0066AZGJI,,Amazon Customer,The gift card was awesome BUT because of the time difference (we are in Australia) the birthday girl did not NOT_get NOT_it NOT_until late arvo/early evening and seeing as it was from her 'very excited daughters' it took some explaining when it had not NOT_arrived NOT_first NOT_thing in the morning - and kind of ruined the surprise. Otherwise it was good. The birthday girl spent it all and more within the week. You might want to do something about the difference in time zone. Amazon.com.au is different - we could not NOT_see NOT_any NOT_gift cards or purchase hard cover books - just apps and kindle books.,The gift card was awesome BUT because of the time difference (we are in ...,1406678400,,Negative,gift card awesome time difference australia birthday girl not notget notit notuntil late arvoearly evening seeing excited daughter took explaining not notarrived notfirst notthing morning kind ruined surprise otherwise good birthday girl spent within week might want something difference time zone amazoncomau different could not notsee notany notgift card purchase hard cover book apps kindle book,3.0653,1.0653000000000001
1,2,False,"12 10, 2012",A1VPVJ1O2KXS31,B004Q7CK9M,{'Gift Amount:': ' 20'},kalbi,"There was no NOT_personalized NOT_message NOT_with the gift card like it was supposed to have. Also, one of the cards did not NOT_come NOT_with NOT_an envelope to put it in. Why did I spend the extra money if the cards are going to come sans certain specifications?",I expected more from Amazon,1355097600,,Negative,no notpersonalized notmessage notwith gift card like supposed also one card not notcome notwith notan envelope put spend extra money card going come sans certain specification,2.3189,1.3189000000000002
5,,True,"09 2, 2016",A3OQ6VUV6PHKLS,B00YD5XWEY,,Tami Jaques,Good,Five Stars,1472774400,,Positive,good,4.5523,0.4477000000000002
5,,True,"05 13, 2017",A3TNULYE76PXGJ,B007V6ETDK,,purchaser,Gift that keeps on giving.,Happy grandchild.,1494633600,,Positive,gift keep giving,4.7189,0.28110000000000035
1,,False,"12 12, 2014",AW8N7J07UP0N0,B00ADR2XIC,,Jannice,"The gift card itself is fine, but like other reviewers, the box arrived smudged and dirty. It was even dirty under the little stickers at the ends, making it really look used. I used a magic eraser and was able to clean it up a bit, but overall I am completely disappointed in the quality.",Arrived in a dirty box!,1418342400,,Negative,gift card fine like reviewer box arrived smudged dirty even dirty little sticker end making really look used used magic eraser able clean bit overall completely disappointed quality,1.2962,0.2962
5,,True,"01 19, 2014",A1O5HXHH52UZTY,B004Q7CK9M,{'Gift Amount:': ' 25'},wonggie,These were Xmas gifts. Anyone that uses Amazon would like this for a gift. These gifts went over very well. Would recommend this to anyone.,Gift cards,1390089600,,Positive,xmas gift anyone us amazon would like gift gift went well would recommend anyone,4.9058,0.09419999999999984
3,,True,"12 21, 2014",A1KLTNHE5L7SD5,B004KNWX3U,,F L,I do not NOT_remember NOT_purchasing NOT_this product.,Three Stars,1419120000,,Neutral,not notremember notpurchasing notthis product,3.0,0.0
1,4,False,"01 17, 2013",A1HI9Z736BRH7L,B004Q7CK9M,{'Gift Amount:': ' 25'},yvette,"Ordered gift card in the mail as an x-mas gift, gave it to recipient to find out to my horror it did not NOT_work. NOT_Contacted NOT_Amazon, they stated it was their error, card was never NOT_scanned, NOT_they NOT_would ship out another card promptly. Received the 2nd gift-card, gave to recipient AND AGAIN (to my embarrassment) the card did not NOT_work. NOT_Contacted NOT_Amazon again to get a refund, to my misfortune I got a sarcastic and rude representative, who told me they have to file paperwork and it would take 2 days to be reviewed to determine if I could get a refund. Now I have to contact the credit card company to dispute the charge because clearly Amazon is NOT NOT_interested NOT_on NOT_refunding my money. If you want to be frustrated and have your Christmas ruined then Amazon is the the way to go! Amazon successfully wrecked the Christmas celebration of gift giving.",DONT BUY - CARD WON'T WORK!!!! HORRIBLE SERVICE!,1358380800,,Negative,ordered gift card mail xmas gift gave recipient find horror not notwork notcontacted notamazon stated error card never notscanned notthey notwould ship another card promptly received nd giftcard gave recipient embarrassment card not notwork notcontacted notamazon get refund misfortune got sarcastic rude representative told file paperwork would take day reviewed determine could get refund contact credit card company dispute charge clearly amazon not notinterested noton notrefunding money want frustrated christmas ruined amazon way go! amazon successfully wrecked christmas celebration gift giving,1.6398,0.6397999999999999
1,7,True,"08 19, 2016",A1SH6T7KNHZ91I,B00BXLTR6S,,a listener,"I bought this Fandango card as a Lightning Deal. As others have noted, Fandango's fees quickly eat away the discount. But even worse, once you (grudgingly) accept the fees, the thing is hard to use. Last night, I tried to use it at the box office of an AMC cinema. No, of course the card does not NOT_work NOT_that NOT_way (you can only reserve tickets online)--but I wanted to try. When that failed, I tried to use my phone to reserve a ticket with the card on Fandango's mobile app. You're asked to enter the card number: it is 19 digits long. A hassle--but: the field will only hold 18 digits. And then there is a PIN. It is four digits long, but, you guessed it, the field for the PIN only holds three digits. Many of the positive reviews here seem to come from gift-givers, who got a deal on Fandango cards. You spend $40 and you give $50. Sounds great! Many of the negative reviews come from folk like me who try to use the card. The face amount starts to disappear in fees, and as I describe above, sometimes you ca not NOT_use NOT_the NOT_card at all. Gift-givers: please scan these reviews for user experiences. Whatever the alleged face value of the card, are the experiences described the kind you want associated with you or your business?","Nice for gift-givers, when discounted; a pain (or even unusable) for recipients/users",1471564800,,Negative,bought fandango card lightning deal others noted fandango fee quickly eat away discount even worse grudgingly accept fee thing hard use last night tried use box office amc cinema no course card not notwork notthat notway reserve ticket onlinebut wanted try failed tried use phone reserve ticket card fandango mobile app youre asked enter card number digit long hasslebut field hold digit pin four digit long guessed field pin hold three digit many positive review seem come giftgivers got deal fandango card spend give sound great! many negative review come folk like try use card face amount start disappear fee describe sometimes ca not notuse notthe notcard giftgivers please scan review user experience whatever alleged face value card experience described kind want associated business,2.5402,1.5402
1,,True,"01 3, 2017",AIF04N3ES5O2K,B00FGEHKXU,,cynthia posey,O cards do not NOT_work,Upset!!,1483401600,,Negative,card not notwork,1.8,0.8
1,,True,"07 18, 2017",A2Z1SB5BVJMDOH,B00911NGTG,,Kate Aselage,"I have tried to use it in the store and after finding clothes and waiting in a long line I was told the systems were down and they did not NOT_take NOT_the NOT_gift card. I went online to make a purchase picked items, added them to my cart, went to check out and was told that they would not NOT_take NOT_the NOT_gift card. This has been a pain and has not NOT_worked NOT_in NOT_stores or online. :( Shame on Express.",I have tried to use it in the store and ...,1500336000,,Negative,tried use store finding clothes waiting long line told system not nottake notthe notgift card went online make purchase picked item added cart went check told would not nottake notthe notgift card pain not notworked notin notstores online shame express,1.1185,0.11850000000000005
3,,True,"07 23, 2014",A23CCCQOTB23FV,B00H5BM6JU,,Gifter,Arrived on time,Three Stars,1406073600,,Neutral,arrived time,3.0,0.0
3,,True,"05 13, 2017",A1WUKN8Z7VPLLC,B014S24DAI,{'Gift Amount:': ' 50'},Donna Siegel,"Perfect for a Bah Humbug personality....giver or giftee! Or....perfect for a non-Christian.... for whom it is a ""holiday season"" gift.",No frills/flavor! Is just a gift.,1494633600,,Neutral,perfect bah humbug personalitygiver giftee! orperfect nonchristian holiday season gift,3.6898,0.6898
3,,True,"01 11, 2017",A1IS3LODMXVQ9Z,B015NKJ6D8,,Amazon Customer,Given as a Christmas gift I guess it worked out fine,Three Stars,1484092800,,Neutral,given christmas gift guess worked fine,3.4575,0.4575
3,,True,"08 16, 2013",AMIRDA0QUSTME,B00CHSWKEM,,Arvid R. Murphey,Selection of birthday cards to accompany gift certificates is very out-dated and limited; would like to see a wider range with more ease in navigating just those cards for birthdays.,Selection of birthday cards,1376611200,,Neutral,selection birthday card accompany gift certificate outdated limited would like see wider range ease navigating card birthday,3.5768,0.5768
3,,True,"12 16, 2016",A2XK43JFIXAZH2,B01E4QUN0W,{'Gift Amount:': ' 50'},Carolyn M. Pederson,Had a lot of trouble writing a nice message on each one. Would prefer to be more personal.,Three Stars,1481846400,,Neutral,lot trouble writing nice message one would prefer personal,3.0206,0.02059999999999995
3,,True,"05 18, 2013",A1VCFAAMLSXJYT,B004KNWWV8,,"Amazon Customer  HDC, MD",I'm out of time now! Do I really have to add fifteen more words to tell you that I do not NOT_have NOT_time NOT_to do this many product ratings!,OK card,1368835200,,Neutral,im time now! really add fifteen word tell not nothave nottime notto many product ratings!,3.0,0.0
5,,True,"03 26, 2017",A3GDOAYVWMW49W,B00AR51Y5I,,Sue -NC,great gift,Five Stars,1490486400,,Positive,great gift,4.8325,0.16750000000000043
1,8,False,"08 30, 2014",A1IQ0AL2W7EQD3,B00F3ZMTO2,{'Format:': ' Online Code'},James,Microsoft Gift Card cannot be used in Microsoft Store??? Does not NOT_make NOT_any NOT_sense.,One Star,1409356800,,Negative,microsoft gift card cannot used microsoft store not notmake notany notsense,2.2264,1.2264
3,,True,"12 30, 2012",A2V2VW4PXW83YX,B004LLJ6VI,,Gordy,she has not NOT_been NOT_able NOT_to figure out how to use it...I need to figure it out! Can you help me?,gave as gift,1356825600,,Neutral,not notbeen notable notto figure use iti need figure out! help,3.3659,0.3658999999999999
1,,True,"05 26, 2018",A3ENVNH90LINAO,B00BXQIGA6,,Crystal J,"I received the gift card but it was bent and damaged. Also, the gift card was taped to the cardstock. I was planning on gifting this to a friend and unable to return it. I'm contacting Amazon about this.",Damaged Gift Card,1527292800,['https://images-na.ssl-images-amazon.com/images/I/61tfHVV+RoL._SY88.jpg'],Negative,received gift card bent damaged also gift card taped cardstock planning gifting friend unable return im contacting amazon,2.4459,1.4459
1,,False,"12 22, 2012",A2OYHZ5LU5VE34,B004Q7CK9M,{'Gift Amount:': ' 30'},gina,I ordered this gift card so it could be delivered next-day as promised as my mom was visiting & needed to give her this for Christmas. It was supposed to be delivered on friday & it wo not NOT_arrive NOT_until NOT_Christmas Eve then I will have to wait until after Christmas to send it to my mom. When you (Amazon) promise next-day delivery you should deliver!!!! Very disappointed!,slow delivery,1356134400,,Negative,ordered gift card could delivered nextday promised mom visiting needed give christmas supposed delivered friday wo not notarrive notuntil notchristmas eve wait christmas send mom amazon promise nextday delivery deliver!!!! disappointed!,2.4147,1.4146999999999998
5,,True,"05 27, 2016",A27UFK8DW76I7M,B0091JKY0M,{'Gift Amount:': ' 50'},Thinman,Great!,Five Stars,1464307200,,Positive,great!,4.727,0.2729999999999997
5,,True,"09 2, 2015",AJCW37D6E6H8J,B00XO1OZTY,,helen ong,"BUT, forgot there was a code to get $ 10.00 rebate on my Amazon card, so I lost $ 10.00, live and learn.","BUT, forgot there was a code to get $ ...",1441152000,,Positive,forgot code get rebate amazon card lost live learn,3.9423,1.0577
1,2,True,"09 15, 2017",A2AE69QHMVPUTS,B00JJ59UA8,,Amazon Customer,I've order these card a while back and recently decided to use it but there's no NOT_money/funds NOT_on NOT_it.,No money on the gift cards,1505433600,,Negative,ive order card back recently decided use there no notmoneyfunds noton notit,1.4628,0.4628000000000001
1,5,True,"07 7, 2016",AUYAZKB55339K,B00UXLIX00,,Violet Z,"It arrived so fast and I was so curious about using it before. HOWEVER! It arrives with a broken package inside( which is the orange part) with a really cool and good package outside (which is the black box). I do not NOT_know NOT_why. NOT_Maybe someone just returned it. THE MOST IMPORTANT IS, IT DOESN'T WORK WELL. It must be the worst USB charger I have ever use. For the first time, it only charged my phone for like 10% battery after charging it several hours through plug. I though maybe I did not NOT_meet NOT_the NOT_time it requires, so for the second time, I left it charging when left home in the morning, and hope it works when I getting back in the afternoon, HOWEVER!! it does not NOT_work NOT_neither! NOT_My phone turned off automatically because of low battery before, then it was still off after half an hour with this charger! My face must full of question mark like this ?_? Worst ever, disappointing.",Charges many hours and works for 10 minutes!,1467849600,,Negative,arrived fast curious using however! arrives broken package inside orange part really cool good package outside black box not notknow notwhy notmaybe someone returned important doesnt work well must worst usb charger ever use first time charged phone like battery charging several hour plug though maybe not notmeet notthe nottime requires second time left charging left home morning hope work getting back afternoon however!! not notwork notneither! notmy phone turned automatically low battery still half hour charger! face must full question mark like worst ever disappointing,1.4218,0.42179999999999995
5,,False,"10 18, 2012",A2S4P66VEYDDI0,B004KNWWMW,,cmack,"It is wonderfully convenient to be able to obtain a last minute birthday gift, from start to finish, in under 5 minutes, without having to leave home. Easy to follow directions for folding the finished product.",Great for last minute gift!,1350518400,,Positive,wonderfully convenient able obtain last minute birthday gift start finish minute without leave home easy follow direction folding finished product,4.8963,0.1036999999999999
5,,True,"02 12, 2015",A1NBVE9GACLVCZ,B004LLIL00,,Ioanna Tsilou,I really enjoyed my purchase from Amazon. Service was excellent!!!,Five Stars,1423699200,,Positive,really enjoyed purchase amazon service excellent!!!,4.8969,0.10310000000000041
5,,True,"02 17, 2017",ATT1JQR261DEX,B00MV9FPLM,,Amazon Customer,"Quick, easy, and fast!","easy, and fast",1487289600,,Positive,quick easy fast!,4.5941,0.4058999999999999
5,,True,"02 6, 2017",A1TB20AY5YITX3,B005ESMF5G,{'Gift Amount:': ' 75'},Ray,Quick Christmas Gift,Quick Christmas Gift,1486339200,,Positive,quick christmas gift,4.5523,0.4477000000000002
5,,True,"05 31, 2018",A2QNSMHWCJB790,B004LLIKVU,{'Gift Amount:': ' 50'},nicol,Just a Gift Card,Five Stars,1527724800,,Positive,gift card,4.5523,0.4477000000000002
3,,True,"12 24, 2015",A2UNOI4UCDLAY2,B004Q7CK9M,{'Gift Amount:': ' 25'},Cordelia,"Inner (blank) envelope arrived sealed shut (!?). Greeting card inferior quality, so thin that a pen marks the other side. Not NOT_crisp NOT_white NOT_paper, but design is cute and cheery. Greeting card arrived bent in 3 places. Damage like this could be avoided if cards shipped in rigid mailer instead of a bubble envelope. I touched up greeting card with stickers and scribbles. Bit of a hassle, however card was ""free"" with the gift card, so ca not NOT_complain. NOT_Just NOT_have your own greeting card on hand in case yours also arrives mangled.",small mess,1450915200,,Neutral,inner blank envelope arrived sealed shut ! greeting card inferior quality thin pen mark side not notcrisp notwhite notpaper design cute cheery greeting card arrived bent place damage like could avoided card shipped rigid mailer instead bubble envelope touched greeting card sticker scribble bit hassle however card free gift card ca not notcomplain notjust nothave greeting card hand case also arrives mangled,3.7854,0.7854000000000001
3,,True,"09 26, 2017",AM4WH3RKTNVB8,B0091JL3OI,{'Gift Amount:': ' 0'},betty wolf,I ordered two gift cards for different amounts. they arrived together and there was no NOT_way NOT_to NOT_tell which was which amount. I will be sure to order separately in the future.,Amount confustion,1506384000,,Neutral,ordered two gift card different amount arrived together no notway notto nottell amount sure order separately future,3.367,0.367
5,,True,"12 24, 2014",A3DGP0AGH6UM5,B00ACA3UMS,,j,"The fact that you can instantly print off the little ""card"" for this gift card is pretty great! Went to my local Walmart and they did not NOT_have NOT_any NOT_at all. Some people think that gift cards have no NOT_meaning--I NOT_think NOT_that gift cards are great especially these since you can tailor the little cover on front and not NOT_to NOT_mention NOT_that family and friends can also use this to purchase ebooks for their kindle and whatnot!","Quick, fast, easy!",1419379200,,Positive,fact instantly print little card gift card pretty great! went local walmart not nothave notany notat people think gift card no notmeaningi notthink notthat gift card great especially since tailor little cover front not notto notmention notthat family friend also use purchase ebooks kindle whatnot!,4.9777,0.02230000000000043
1,3,False,"12 8, 2013",A1R0OI078U7MOG,B001GXRQW0,{'Gift Amount:': ' 50'},Suzanne Goudeau,"Received my $50 Amazon gift card as a gift, and of course, it does not NOT_work! NOT_AND, NOT_there is NO NOT_ONE NOT_to NOT_complain to!!! How convenient that there is NO NOT_800 NOT_number NOT_to call to rectify this situation! I will NEVER NOT_buy NOT_an NOT_AMAZON gift card for anybody!!!!",DONT BUY ONE!!!!,1386460800,,Negative,received amazon gift card gift course not notwork! notand notthere no notone notto notcomplain to!!! convenient no not notnumber notto call rectify situation! never notbuy notan notamazon gift card anybody!!!!,2.3528,1.3527999999999998
5,,True,"08 4, 2015",A35GSK9Y7IT8UH,B00AR51Y5I,,Douglas Auer,Card came as expected,Five Stars,1438646400,,Positive,card came expected,4.2,0.7999999999999998
5,,True,"07 23, 2015",A1HYJTSTPDKN5W,B00XO1OZTY,,Elisabeth Barker,It was a great Father's Day gift!,Five Stars,1437609600,,Positive,great father day gift!,4.8456,0.15439999999999987
5,,True,"08 4, 2013",ABZNJ9C7FD18J,B004LLILD2,,James Hood,"Just as advertised, they're super easy, instant, and come with a good selection of little themes to choose from. And besides, getting an Amazon gift card is always better than some specific restaurant or store because you can pretty much get ANYTHING EVER from Amazon, so you're not NOT_limited NOT_and NOT_yet it's more exciting than just getting cash.",Love amazon e-gift cards,1375574400,,Positive,advertised theyre super easy instant come good selection little theme choose besides getting amazon gift card always better specific restaurant store pretty much get anything ever amazon youre not notlimited notand notyet exciting getting cash,4.979,0.020999999999999908
5,,True,"01 26, 2015",A3W3LCAXWUSPTR,B00PMOSXSK,,John Spicuglia,Great last minute gift.,Great!!!!,1422230400,,Positive,great last minute gift,4.8325,0.16750000000000043
3,,True,"07 22, 2014",AWY5L83TRHV72,B0066AZGJI,,Debra A Baratta,"this was a $50 gift card, not NOT_sure NOT_why NOT_it says $100. Maybe just the standard photo.",Three Stars,1405987200,,Neutral,gift card not notsure notwhy notit say maybe standard photo,3.3523,0.35230000000000006
2,6,True,"12 8, 2016",A3JZ3SAX29GSJ2,B01B25M52W,{'Gift Amount:': ' 0'},Susan M.,"The Amazon gift card was supposed to be white...which goes along very well with the new baby theme. But the one that was just delivered to me is black, which does not NOT_match NOT_the NOT_baby theme of the packaging as well.",Gift card not white as pictured,1481155200,,Negative,amazon gift card supposed whitewhich go along well new baby theme one delivered black not notmatch notthe notbaby theme packaging well,2.9484,0.9483999999999999
3,,True,"02 23, 2015",A2J16FJ98WULD,B004LLIL5A,,jorge,Good,Three Stars,1424649600,,Neutral,good,3.3523,0.35230000000000006
5,,True,"03 13, 2018",A10W0PAMIX9SKF,B004LLIKVU,{'Gift Amount:': ' 50'},Amazon Customer,Great for taking the few leftover dollars off of a prepaid visa!,Great for taking the few leftover dollars off of a prepaid visa!,1520899200,,Positive,great taking leftover dollar prepaid visa!,4.727,0.2729999999999997
4,,True,"10 16, 2015",A26BH58R4KM3C0,B00OQT3XUK,,J.Morris,"Excellent Restaurant, have visited PF's many times",Terrific food,1444953600,,Positive,excellent restaurant visited pfs many time,4.0575,0.05750000000000011
1,24,True,"02 2, 2010",A2NT2LOA296OJ9,B002UKLD7M,,Kait R.,I bought this card as a gift for my grandmother. She does not NOT_have NOT_a NOT_computer and did not NOT_know NOT_how NOT_to activate it. I have been unable to get any response from the seller. Seems like $50 down the drain to me.,No communication,1265068800,,Negative,bought card gift grandmother not nothave nota notcomputer not notknow nothow notto activate unable get response seller seems like drain,2.3278,1.3277999999999999
5,,True,"09 10, 2016",A20CY6ADZFX6RG,B0091JL3OI,{'Gift Amount:': ' 0'},WHF,"Was a gift for someone. As far as I know, they used it and it worked out well for them.",Just A Gift.,1473465600,,Positive,gift someone far know used worked well,4.6899,0.31010000000000026
1,16,True,"08 26, 2016",A301AUYYBE7H52,B00BXLTR6S,,mom of 5,A pain to use and charges a fee for each ticket.,One Star,1472169600,,Negative,pain use charge fee ticket,1.2722,0.2722
5,,True,"01 25, 2016",A19WX9Z1IMFF5P,B00P8N3QLY,,Pattie,Gift card delivered when expected. Received email confo when recipient picked it up.,Five Stars,1453680000,,Positive,gift card delivered expected received email confo recipient picked,4.5523,0.4477000000000002
5,,True,"09 23, 2016",A20U6FQ4SVIOHF,B00P9VF3DE,,Tomy Tepepa,I ordered this to buy some really nice tops at Torrid. It arrived very quickly in my email and I had no NOT_problem NOT_at NOT_all with entering the code on the Torrid website for purchasing. This was awesome!!!,Amazon purchase of Torrid Gift Card!,1474588800,,Positive,ordered buy really nice top torrid arrived quickly email no notproblem notat notall entering code torrid website purchasing awesome!!!,4.9098,0.09020000000000028
2,,True,"06 12, 2014",A2FNMAEGUDOMVO,B007V5WJOM,,justin,Once certificate was purchased it indicated that it would be emailed to me in 5 minutes. It took 4 hours to get to me. Kinda defeated the purpose for my last minute gift.,Estimated wait time,1402531200,,Negative,certificate purchased indicated would emailed minute took hour get kinda defeated purpose last minute gift,2.4192,0.4192
1,,True,"11 7, 2013",A6WE04XULW6F4,B002XNLC04,,Roger miles,BE WARE THESE ARE PACKED IN JUNK MAIL LOOKING ENVELOPE---- My wife threw them out in error and we are havering no NOT_luck NOT_getting NOT_them replaced.,--BEWARE--,1383782400,,Negative,ware packed junk mail looking envelope wife threw error havering no notluck notgetting notthem replaced,1.3205,0.3205
